ID;Name;global_id;AdmArea;District;Address;Capacity;DepartamentalAffiliation;ObjectOperOrgName;ObjectOperOrgPhone;Longitude_WGS84;Latitude_WGS84;geoData
1718;Велосипедная парковка № 080630310278 (3);63061451;Центральный административный округ;Тверской район;Бронная Большая улица, дом 29;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.604458;55.764303;{type=Point, coordinates=[37.604457999847, 55.764302999987]}
1719;Велосипедная парковка № 080630312059;63061452;Центральный административный округ;Тверской район;Петровка улица, дом 19, строение 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.615575;55.765215;{type=Point, coordinates=[37.615575000034, 55.765215000032]}
1720;Велосипедная парковка № 080630512059;63061453;Центральный административный округ;Тверской район;Петровка улица, дом 24;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.616375;55.765172;{type=Point, coordinates=[37.6163750001, 55.76517199983]}
1721;Велосипедная парковка № 080630110875;63061454;Центральный административный округ;Мещанский район;Звонарский переулок, дом 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.620522;55.765293;{type=Point, coordinates=[37.620521999846, 55.765293000159]}
1722;Велосипедная парковка № 080630211097;63061455;Центральный административный округ;Мещанский район;Кисельный Большой переулок, дом 1/18;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.623567;55.765188;{type=Point, coordinates=[37.6235670003, 55.765188000146]}
1723;Велосипедная парковка № 080630111098;63061456;Центральный административный округ;Мещанский район;Кисельный Малый переулок, дом 3, строение 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.626772;55.765380;{type=Point, coordinates=[37.626771999689, 55.765379999884]}
1724;Велосипедная парковка № 080630111097;63061457;Центральный административный округ;Мещанский район;Кисельный Большой переулок, дом 13/15;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.629190;55.764240;{type=Point, coordinates=[37.629190000329, 55.764239999929]}
1725;Велосипедная парковка № 080630211683;63061458;Центральный административный округ;Красносельский район;Милютинский переулок, дом 17;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.632727;55.765367;{type=Point, coordinates=[37.63272699998, 55.765367000071]}
1726;Велосипедная парковка № 080630413131;63061459;Центральный административный округ;Басманный район;Мясницкая улица, дом 26;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.636790;55.764200;{type=Point, coordinates=[37.63679000006, 55.764200000177]}
1727;Велосипедная парковка № 080630213509;63061460;Центральный административный округ;Басманный район;Чистопрудный бульвар, дом 1а;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.639618;55.764777;{type=Point, coordinates=[37.63961799988, 55.764777000189]}
1728;Велосипедная парковка № 080630212487;63061461;Центральный административный округ;Басманный район;Садовая-Черногрязская улица, дом 14/19, корпус 5;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.651930;55.765222;{type=Point, coordinates=[37.651930000144, 55.765222000036]}
1729;Велосипедная парковка № 080630111140;63061462;Центральный административный округ;Басманный район;Козловский Малый переулок, дом 6;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.648403;55.764870;{type=Point, coordinates=[37.648402999641, 55.764869999968]}
1730;Велосипедная парковка № 080630110774;63061463;Центральный административный округ;Пресненский район;Ермолаевский переулок, дом 7;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.590532;55.764203;{type=Point, coordinates=[37.590532000105, 55.764203000185]}
1731;Велосипедная парковка № 080630112007;63061464;Центральный административный округ;Пресненский район;Патриарший Малый переулок, дом 3;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.591300;55.762823;{type=Point, coordinates=[37.591300000385, 55.762822999874]}
1732;Велосипедная парковка № 080630310279;63061465;Центральный административный округ;Пресненский район;Малая Бронная улица, дом 28;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.593888;55.763573;{type=Point, coordinates=[37.593888000006, 55.763572999982]}
1733;Велосипедная парковка № 080630111962;63061466;Центральный административный округ;Пресненский район;Палашевский Большой переулок, дом 1/14, строение 2;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.596210;55.763243;{type=Point, coordinates=[37.596210000386, 55.763242999953]}
1734;Велосипедная парковка № 080630210278;63061467;Центральный административный округ;Пресненский район;Бронная Большая улица, дом 18;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.601302;55.763188;{type=Point, coordinates=[37.601301999963, 55.763187999761]}
1735;Велосипедная парковка № 080630510278;63061468;Центральный административный округ;Тверской район;Бронная Большая улица, дом 27/4;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.602767;55.763865;{type=Point, coordinates=[37.602767000376, 55.763865000007]}
1736;Велосипедная парковка № 080630410278;63061469;Центральный административный округ;Тверской район;Бронная Большая улица, дом 27/6;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.603560;55.763698;{type=Point, coordinates=[37.603559999871, 55.763697999946]}
1737;Велосипедная парковка № 080630110527;63061470;Центральный административный округ;Тверской район;Глинищевский переулок, дом 6;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.609982;55.763092;{type=Point, coordinates=[37.609982000142, 55.76309199992]}
1738;Велосипедная парковка № 080630112769;63061471;Центральный административный округ;Тверской район;Столешников переулок, дом 11;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.615470;55.762843;{type=Point, coordinates=[37.615469999554, 55.762842999956]}
1739;Велосипедная парковка № 080630112061;63061472;Центральный административный округ;Тверской район;Петровские Линии улица, дом 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.618347;55.764055;{type=Point, coordinates=[37.618346999778, 55.764054999846]}
1740;Велосипедная парковка № 080630212407;63061473;Центральный административный округ;Мещанский район;Рождественка улица, дом 12;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.623648;55.763965;{type=Point, coordinates=[37.623647999592, 55.76396500017]}
1741;Велосипедная парковка № 080630110321;63061474;Центральный административный округ;Мещанский район;Варсонофьевский переулок, дом 8, строение 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.626385;55.763360;{type=Point, coordinates=[37.626385000075, 55.763359999938]}
1742;Велосипедная парковка № 080441012870;167602570;Центральный административный округ;Тверской район;Тверская улица, дом 5/6;3;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.612064;55.757565;{type=Point, coordinates=[37.612064000323, 55.757564999861]}
1743;Велосипедная парковка № 080441112870;167602571;Центральный административный округ;Тверской район;Тверская улица, дом 19, строение 2;3;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.603233;55.765565;{type=Point, coordinates=[37.603232999633, 55.765565000251]}
1744;Велосипедная парковка № 080146311425;167602572;Северный административный округ;район Сокол;Ленинградское шоссе, дом 4, корпус 72;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;36.814198;56.288410;{type=Point, coordinates=[36.814197999796, 56.288409999953]}
1745;Велосипедная парковка № 080146110736;167602573;Южный административный округ;район Орехово-Борисово Южное;Дубосековская улица, дом 4, корпус 6;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.498792;55.809956;{type=Point, coordinates=[37.498791999974, 55.809956000242]}
1746;Велосипедная парковка № 080146110431;167602574;Северо-Западный административный округ;район Покровское-Стрешнево;Волоколамское шоссе, дом 9, строение 1;2;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.497396;55.807206;{type=Point, coordinates=[37.497396000056, 55.807206000069]}
1747;Велосипедная парковка № 080146310052;167602575;Северо-Восточный административный округ;район Лианозово;Алтуфьевское шоссе, дом 97;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.585939;55.904119;{type=Point, coordinates=[37.585939000296, 55.904119000227]}
1748;Велосипедная парковка № 080146113970;167602576;Зеленоградский административный округ;район Силино;Зеленоград, корпус 1006Б;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.176269;55.984348;{type=Point, coordinates=[37.176269000236, 55.984347999765]}
1749;Велосипедная парковка № 080146112646;167602577;Северный административный округ;район Левобережный;Смольная улица, дом 24А;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.483405;55.860885;{type=Point, coordinates=[37.483405000018, 55.860885000171]}
1750;Велосипедная парковка № 080146213112;167602578;Северо-Восточный административный округ;Останкинский район;Мурманский проезд, 8;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.629109;55.803265;{type=Point, coordinates=[37.629109000138, 55.803264999789]}
1751;Велосипедная парковка № 080146113112;167602579;Северо-Восточный административный округ;Останкинский район;Мурманский проезд, дом 12;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.627200;55.804315;{type=Point, coordinates=[37.62720000021, 55.804315000058]}
1752;Велосипедная парковка № 080146111164;167602580;Северо-Восточный административный округ;Бабушкинский район;Коминтерна улица, дом 6;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.950080;55.970470;{type=Point, coordinates=[37.950080000323, 55.9704699998]}
1753;Велосипедная парковка № 080147110487;167602581;Северо-Западный административный округ;район Покровское-Стрешнево;улица Габричевского, дом 10, корпус 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.461453;55.816210;{type=Point, coordinates=[37.461452999675, 55.816209999993]}
1754;Велосипедная парковка № 080147311068;167602582;Северо-Западный административный округ;район Строгино;улица Маршала Катукова, дом 18;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.406419;55.806709;{type=Point, coordinates=[37.406419000181, 55.806708999813]}
1755;Велосипедная парковка № 080147511178;167602583;Центральный административный округ;район Хамовники;Комсомольский проспект, дом 26;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.581235;55.727571;{type=Point, coordinates=[37.581235000159, 55.727571000173]}
1756;Велосипедная парковка № 080147113602;167602584;Северо-Западный административный округ;район Щукино;Щукинская улица дом 6, корпус 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.479812;55.810014;{type=Point, coordinates=[37.479812000291, 55.810014000087]}
1757;Велосипедная парковка № 080147211178;167602585;Центральный административный округ;район Замоскворечье;Стремянный переулок, дом 36;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.628815;55.727124;{type=Point, coordinates=[37.628815000411, 55.72712399996]}
1758;Велосипедная парковка № 080147110523;167602586;Центральный административный округ;район Хамовники;Глазовский переулок, дом 4, строение 8;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.587733;55.744479;{type=Point, coordinates=[37.587732999699, 55.744479000137]}
1759;Велосипедная парковка № 080147112103;167602587;Центральный административный округ;район Арбат;Поварская улица, дом 14;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.597147;55.754164;{type=Point, coordinates=[37.597146999822, 55.754164000157]}
1760;Велосипедная парковка № 080147111312;167602588;Центральный административный округ;Басманный район;Кривоколенный переулок, дом 12, строение 17;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.636312;55.762099;{type=Point, coordinates=[37.636312000209, 55.762098999793]}
1761;Велосипедная парковка № 080148110506;167602589;Юго-Западный административный округ;Ломоносовский район;улица Гарибальди, дом 6, корпус 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.536554;55.676141;{type=Point, coordinates=[37.536553999872, 55.676140999865]}
1763;Велосипедная парковка № 080148113392;167602591;Юго-Западный административный округ;район Черёмушки;Херсонская улица , дом 37;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.559541;55.653903;{type=Point, coordinates=[37.559540999559, 55.653903000075]}
1765;Велосипедная парковка № 080148211330;167602593;Западный административный округ;район Крылатское;улица Крылатские Холмы, дом 30, корпус 9;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.418731;55.770067;{type=Point, coordinates=[37.418731000445, 55.77006700021]}
1766;Велосипедная парковка № 080148113706;167602594;Западный административный округ;район Раменки;Университетский проспект, дом 21, корпус 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.520978;55.714135;{type=Point, coordinates=[37.52097799977, 55.714134999813]}
1767;Велосипедная парковка № 080148112593;167602595;Западный административный округ;район Раменки;Сетуньский 2-й проезд, дом 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.538595;55.731605;{type=Point, coordinates=[37.538595000046, 55.731604999885]}
1768;Велосипедная парковка № 080149210364;167602596;Восточный административный округ;район Вешняки;Вешняковская улица, дом 22а;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.822180;55.720428;{type=Point, coordinates=[37.822180000076, 55.720427999923]}
1769;Велосипедная парковка № 080149311932;167603226;Восточный административный округ;район Метрогородок;Открытое шоссе, дом 22;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.751196;55.820086;{type=Point, coordinates=[37.751196000386, 55.820085999788]}
1770;Велосипедная парковка № 080149112295;167603227;Восточный административный округ;район Преображенское;Просторная улица, дом 8;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.717331;55.804964;{type=Point, coordinates=[37.717330999988, 55.804964000203]}
1772;Велосипедная парковка № 080149213589;167603229;Восточный административный округ;район Гольяново;Щелковское шоссе, дом 57 корпус 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.791039;55.810453;{type=Point, coordinates=[37.791038999742, 55.810452999931]}
1774;Велосипедная парковка № 080149411932;167603231;Восточный административный округ;район Метрогородок;Открытое шоссе, дом 27, корпус 8;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.756898;55.827728;{type=Point, coordinates=[37.756898000058, 55.82772799984]}
1776;Велосипедная парковка № 080149112150;167603233;Восточный административный округ;район Новогиреево;Полимерная улица, дом 7, строение 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.800073;55.747090;{type=Point, coordinates=[37.800072999923, 55.747090000231]}
1777;Велосипедная парковка № 080149111653;167603234;Восточный административный округ;район Перово;улица Металлургов, дом 5;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.778985;55.757181;{type=Point, coordinates=[37.778985000119, 55.757180999812]}
1789;Велосипедная парковка № 080150210249;167603246;Южный административный округ;район Братеево;улица Борисовские пруды, дом 18, корпус 3;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.752321;55.635944;{type=Point, coordinates=[37.752321000142, 55.635944000041]}
1792;Велосипедная парковка № 080150111036;167603249;Юго-Восточный административный округ;район Капотня;Капотня, 4 квартал, дом 3;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.794145;55.635899;{type=Point, coordinates=[37.794145000295, 55.63589900004]}
1796;Велосипедная парковка № 080150111090;167603253;Южный административный округ;район Чертаново Центральное;Кировоградская улица, дом 17, корпус 1Б;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.603752;55.608889;{type=Point, coordinates=[37.60375200039, 55.608889000241]}
1798;Велосипедная парковка № 080150118621;167603255;Юго-Восточный административный округ;район Лефортово;шоссе Энтузиастов, дом 24/43;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.718035;55.750967;{type=Point, coordinates=[37.718034999795, 55.750967000195]}
1801;Велосипедная парковка № 080150112914;167603258;Юго-Восточный административный округ;район Люблино;Тихорецкий бульвар, владение 1, строение 2А;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.780619;55.673506;{type=Point, coordinates=[37.780618999688, 55.673506000199]}
1804;Велосипедная парковка № 080150113385;167603261;Южный административный округ;район Бирюлёво Западное;Харьковская улица, дом 8, корпус 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.643398;55.588190;{type=Point, coordinates=[37.643398000103, 55.588190000005]}
1809;Велосипедная парковка № 080150110433;167603266;Юго-Восточный административный округ;район Лефортово;Волочаевская улица, дом 16;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.679053;55.755464;{type=Point, coordinates=[37.679052999706, 55.755463999867]}
1811;Велосипедная парковка № 080630111895;167603268;Центральный административный округ;район Якиманка;улица Большая Ордынка, дом 74, строение 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.623698;55.730435;{type=Point, coordinates=[37.623697999821, 55.73043500022]}
1849;Велосипедная парковка № 080630110669;167603306;Северный административный округ;Тимирязевский район;Дмитровский переулок, дом 1;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.614692;55.761544;{type=Point, coordinates=[37.614692000127, 55.761543999791]}
1850;Велосипедная парковка № 080630111242;167603307;Центральный административный округ;Тверской район;Крапивенский переулок, дом 26, строение 4;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.616945;55.766709;{type=Point, coordinates=[37.616945000013, 55.766708999794]}
1771;Велосипедная парковка № 080149110292;167606619;Восточный административный округ;район Соколиная Гора;проспект Буденного, дом 28;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.732349;55.764261;{type=Point, coordinates=[37.732348999873, 55.76426099996]}
1773;Велосипедная парковка № 080149113584;167606620;Восточный административный округ;район Сокольники;Шумкина улица, дом 17 дробь 16;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.670629;55.787803;{type=Point, coordinates=[37.67062899962, 55.787802999837]}
1775;Велосипедная парковка № 080149113011;167606621;Восточный административный округ;район Гольяново;Уссурийская улица, дом 9;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.819162;55.823839;{type=Point, coordinates=[37.819162000285, 55.823838999879]}
1778;Велосипедная парковка № 080149213267;167606622;Восточный административный округ;район Новокосино;Новокосинская улица, дом 15, корпус 3;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.853825;55.737898;{type=Point, coordinates=[37.8538250002, 55.737898000171]}
1779;Велосипедная парковка № 080149110921;167606623;Восточный административный округ;район Богородское;Ивантеевская улица, дом 4, корпус 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.716058;55.819562;{type=Point, coordinates=[37.716058000094, 55.819561999896]}
1780;Велосипедная парковка № 080149111252;167606624;Восточный административный округ;район Богородское;Краснобогатырская улица, дом 75, корпус 2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.707459;55.808661;{type=Point, coordinates=[37.707459000106, 55.808661000214]}
1781;Велосипедная парковка № 080149112618;167606625;Восточный административный округ;район Восточное Измайлово;Сиреневый бульвар, дом 64;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.829460;55.802569;{type=Point, coordinates=[37.829460000139, 55.802568999979]}
1782;Велосипедная парковка № 080149211981;167606626;Восточный административный округ;район Измайлово;3-я Парковая улица, дом 26/2;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.782887;55.795892;{type=Point, coordinates=[37.782886999643, 55.795891999935]}
1783;Велосипедная парковка № 080149112919;167606627;Восточный административный округ;район Соколиная Гора;улица Ткацкая, дом 28/14;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.733971;55.786336;{type=Point, coordinates=[37.733970999747, 55.78633600024]}
1784;Велосипедная парковка № 080149111985;167606628;Восточный административный округ;район Измайлово;7-я Парковая улица, дом 27;1;Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;ГКУ Центр организации дорожного движения Правительства Москвы;(495) 361-78-07;37.793270;55.802179;{type=Point, coordinates=[37.793269999886, 55.802179000135]}
